time,LE_F_MDS,LE_F_MDS_QC,H_F_MDS,H_F_MDS_QC,NEE_VUT_REF,NEE_VUT_REF_QC,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,dewpoint_temperature_2m,temperature_2m,soil_temperature_level_1,snow_cover,volumetric_soil_water_layer_1,forecast_albedo,surface_latent_heat_flux_sum,surface_sensible_heat_flux_sum,surface_solar_radiation_downwards_sum,surface_thermal_radiation_downwards_sum,evaporation_from_the_top_of_canopy_sum,surface_pressure,total_precipitation_sum,temperature_2m_min,temperature_2m_max,u_component_of_wind_10m,v_component_of_wind_10m,R_Landsat8,R_MODIS,NIR_Landsat8,NIR_MODIS
2003-08-02,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,289.44684794801645,293.9999658025875,294.86552480164596,0.0,0.17850325818816412,0.16150811076665963,-7847324.085656563,-2917259.358383837,20103543.04929292,31480577.218989883,-4.224638369950379e-06,101930.81983520095,7.545647143670615e-06,289.5501329764934,298.4067557594992,1.463871356437503,-1.2454807046447134,,0.05507932873274778,,0.2786899623588456
2003-08-03,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,289.8150560739946,294.87737625044997,295.9372837683166,0.0,0.16121762144043783,0.1614449705359109,-8946840.9220202,-3161466.2246464635,23800950.1470707,30804307.38101009,-2.3388977378907817e-06,102070.37718322546,2.858727644876915e-06,288.6682032852942,300.4389835427023,-0.5100942767107925,-1.5029141127621684,,0.054829234629861966,,0.27406141781681287
2003-08-04,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,288.82865756667417,296.10882655313907,296.72848213144414,0.0,0.14332218542644873,0.16138447610956144,-9962468.451717168,-2503671.9595959587,25020907.543434326,30306613.02505049,-7.440471513704819e-07,102240.07880938287,1.7303972299487214e-06,289.8451302823152,301.6001126252761,-1.7593429419006958,-1.6933427073096585,,0.05485787327478041,,0.2735453889585946
2003-08-05,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,288.4292669628926,297.010996489605,297.3670347209891,0.0,0.1263400628189446,0.16131929519206836,-9893502.908282826,-2290102.2715151506,24873119.26787878,30398818.92848484,0.0,102234.49775199914,0.0,290.5273076159544,303.19801805900795,-2.3657477161137743,-1.8332470751290366,,0.055010853199498104,,0.2713311166875783
2003-08-06,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,288.8463353562274,299.37658598286527,298.9171323628537,0.0,0.11133005533956918,0.1612609403574782,-10276980.39272727,-1324109.7260606056,24739041.730101004,31492840.81898989,0.0,101997.02286037455,0.0,291.969885654642,306.40496197941326,-2.7508137656060927,-0.05292712210003373,,0.05533077164366372,,0.27069780426599743
2003-08-07,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,291.74678514140214,299.5307934711597,300.2821522465457,0.0,0.09926263738561557,0.1611972211296309,-8711785.55232323,-3125572.9309090897,22933368.362828277,33877050.08565655,-1.8854619878711118e-06,101766.51894695652,4.337359362148392e-06,292.6313733403369,306.31328924005675,0.633124666053438,-0.5816459875877455,,0.0556327889447236,,0.2676708856783918
2003-08-08,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,291.93592612526623,297.1764932168773,299.4248700498329,0.0,0.09118051175717955,0.16113147945309475,-7363660.81292929,-5111272.133333332,22573154.469898984,33119780.011717167,-4.6707652132920534e-07,101722.6979444181,1.0730040193808197e-06,292.3909440474075,304.1698356243094,0.8560984203711101,-2.0540768838490697,,0.05558682559598492,,0.26716110414052696
2003-08-09,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,290.33619436630084,295.4965393279618,298.07526393826157,0.0,0.08551632531162864,0.1610701310931256,-6701617.765656563,-5272299.317979796,23524447.0080808,30490984.71434343,1.0522844439203081e-06,101734.03725424818,8.869321431984185e-07,290.21932087907885,301.8830300440932,1.1993873020775787,-1.38141337155493,,0.05554824341279797,,0.26667202007528223
2003-08-10,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,290.9497159368341,296.84102411160956,298.74603655831174,0.0,0.08119173518736354,0.1610076346477299,-6877668.6820201995,-4349579.727676766,23121041.71070706,31593190.50262626,-3.6920033244773583e-06,101598.33359756414,5.223405604131887e-06,289.2965770744555,303.87960585160687,-0.440672430173315,-1.1030784689938578,,0.05569162484316184,,0.26530153701380166
2003-08-11,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,288.498729432488,298.92758779994557,299.7255185632673,0.0,0.07726983940561208,0.16094513261640553,-7651451.013333331,-3349675.6791919186,23723308.103434335,31360559.07393939,-5.582445348152004e-07,101684.2106999684,1.2873320542894362e-06,289.8218978481099,306.6660923104333,-1.5053353270456842,0.2902556990613841,,0.055533657465495594,,0.2645459849435382
2003-08-12,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,291.08079726453576,299.31949040910604,300.4633202033251,0.0,0.07411373536594787,0.1608825516920875,-6738670.600808079,-4925609.530505049,22928426.418585856,32994984.540202014,-2.212935324871178e-07,101745.68473741318,1.425977863728996e-06,293.7437227006391,305.64322837752513,1.3745109648014155,0.2201361980502452,,0.056644887076537,,0.2620871706398995
2003-08-13,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,290.13978276801834,295.9049028472386,298.83381040322655,0.0,0.07237445921207515,0.16082200718322381,-5298595.317979796,-6923629.18060606,22147949.06545454,32143564.6630303,-8.067051042812036e-06,101794.94465501366,6.050112271549724e-05,292.15564779878855,300.9087865471116,1.6945994105483546,-1.3442600867403067,,0.05660489335006273,,0.26094153074027593
2003-08-14,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,284.5136306811502,292.5159334769713,295.45775746072576,0.0,0.07369063958575828,0.16076029227739222,-4988087.28080808,-6938392.248080807,21252979.16323232,29156343.3280808,-0.00019203215141338524,101591.55182206175,0.0003997064720500598,288.6114400597774,295.82120668353446,1.1074051789563106,-2.8485516393224795,,0.05713186951066498,,0.2602348808030112
2003-08-15,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,283.4439426982121,290.88119723053484,293.54319979298384,0.0,0.07345505749737771,0.16069666220740683,-3659194.8436363633,-4197559.288888887,16447430.517171714,28857557.900606047,-3.94307438171271e-05,101671.5637369134,9.122420441020615e-05,285.8649980240638,295.0874306665284,0.28500894154763773,-2.451775645824393,,0.05619864438839847,,0.2576877049180327
2003-08-16,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,282.4122851942684,291.3028755321566,293.8797724791246,0.0,0.0723401792121656,0.16040982058108702,-4350942.142222221,-5610298.717575756,21332169.222222216,27988281.635555547,0.0,101707.32122113054,0.0,284.6880593779592,296.3264700841421,-1.5767868054836285,-2.028265769008032,,0.05610448557089084,,0.257886417816813
2003-08-17,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,285.3814455845379,292.4210122092403,293.40916844968433,0.0,0.07821084956930138,0.16011693904282964,-3794841.701010099,-1968456.8913131307,12117357.37252525,31199855.68242423,-0.0005731391451425021,101334.95115543455,0.0016495147890028376,288.0500381747158,295.5795935397677,-3.0983263428042616,-1.0632456594685509,,0.056284943538268496,,0.25672249058971136
2003-08-18,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,288.96801598211715,293.16794604471625,293.7583539612123,0.0,0.09198456850918854,0.15982219678196133,-3844970.8250505035,-1463516.384646464,11103673.715555554,32152129.4921212,-0.0007806456124767508,101224.84829117998,0.0018616626471189507,289.3210425112945,297.56330771706314,1.8963417407719771,0.8185983759947494,,0.056033720200752805,,0.2548068381430363
2003-08-19,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,285.33652441673394,292.1178160629528,293.6563840985538,0.0,0.096762018942271,0.15952393569290535,-3955204.9866666654,-3520092.7135353526,14052008.79474747,31231171.435151506,-0.00021672270232529344,101795.72024634363,0.00046652935359818473,289.0733648003472,294.9882312381628,2.6454481329099093,-0.1956489239316998,,0.05758390840652446,,0.2554241217063989
2003-08-20,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,284.1837058062826,290.96879192622015,292.6848647680828,0.0,0.09271570237798721,0.15923175995517205,-3515928.8606060594,-3516543.853737373,14557218.409696966,29835538.884848468,-1.1255432371840328e-05,101887.308528317,2.68702573947334e-05,286.03784538808486,295.1876198662651,0.767985013197568,-0.3503286677177505,,0.057480050188205754,,0.25527631744040136
2003-08-21,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,283.96835707410816,290.96059008177673,292.28170907531114,0.0,0.08800618181324965,0.15893721487849743,-3558586.047676766,-4851976.714343433,17075593.844040398,29173903.711515144,-9.73396718201011e-07,101578.63597268253,1.4370907130493524e-06,284.29080730707955,295.5439629479609,2.214242896391485,1.099233086807559,,0.05791816185696359,,0.2556497804265997
2003-08-22,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,287.3406805663959,292.30051538281157,292.508004647714,0.0,0.08656977836531819,0.1586432035743362,-2024294.5507070702,-764502.929292929,7040369.129696968,32726957.733333327,-0.0001895235922902521,101540.53827237213,0.0004920035238739837,287.22708301890975,296.081659570559,3.3050736642445773,1.8058805359092218,,0.05567829531051963,,0.255520310519645
2003-08-23,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,288.5504329635156,293.6666245675648,294.6815405263161,0.0,0.09112237666993828,0.15834811558307263,-4327243.49212121,-3784386.6795959584,15052314.226666663,32570975.03838383,-0.0005805231170785246,101802.40993739475,0.0012831291375738198,289.3018163939196,297.27486275721066,2.1577969964024186,-1.0950491456311149,,0.054810325365205824,,0.2549596153846153
2003-08-24,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,285.11779899597167,290.6857872186525,292.49304424093225,0.0,0.09089518139257974,0.15805047790140458,-2757005.0020202016,-3547376.167272726,12553515.06585858,30766661.30545453,-1.4497269264826866e-05,101918.74974352903,4.034040469194204e-05,285.7855389219341,294.4565635480783,-1.1130020390777067,-2.3020837245645738,,0.054913740715732594,,0.2559726873733963
2003-08-25,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,284.4838637347493,291.77220757378467,293.75839902113574,0.0,0.08708876035028833,0.15775492810133077,-3854372.91151515,-5157303.098181817,18279488.61535353,29717219.45818181,-3.440509973601861e-05,101622.45691215536,7.234199246510678e-05,288.3599598401001,295.71294122869307,-1.6678036201040347,-2.1565786244813037,,0.05470910316925151,,0.2556357720836142
2003-08-26,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,286.0423528536401,290.9843279643973,292.7016711394955,0.0,0.08348287768636888,0.15746162318289023,-2547749.397979797,-3195563.427070705,12411012.799595958,30598932.450909086,-1.859047233757346e-05,101397.760148227,4.3775219502917904e-05,286.9877429815734,296.0071224143287,0.008235040529809818,-2.217656885076451,,0.054832759202971953,,0.2551386693684565
2003-08-27,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,283.4765533567999,289.7912818885571,291.3644735062723,0.0,0.0815934653234,0.15716663962706717,-2284505.5191919184,-2933248.6181818172,10922088.330101008,30028226.677171707,-3.7904200003002625e-05,101223.09674196389,8.62156321076639e-05,286.7389309106691,292.94032662439827,1.3978835450760034,-1.8972435194233848,,0.054611155778894444,,0.2547406700167503
2003-08-28,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,284.5129159638375,288.929462820753,290.71974656178884,0.0,0.09688693910335446,0.15687180743524518,-4241586.515555553,-2312176.7127272724,12822910.434747469,29820843.15434343,-0.0009795541011474347,100659.8638368713,0.006471839646430148,284.4428221084131,293.0730323745264,-1.090177051017581,-1.2950909164216777,,0.05435076726342709,,0.24727407289002548
2003-08-29,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,285.3269584216493,287.90381359138865,289.1615282031742,0.0,0.24768100738525387,0.15657514113437393,-5221253.875555554,-177647.20161616153,8449848.867878787,30833099.23353534,-0.0015396915095848866,100193.56435737581,0.01631816231549588,286.2584224446614,290.7447313836607,-0.313026588517006,-3.03827700464011,,0.054145956354300355,,0.2458724967907572
2003-08-30,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,283.4697443790627,287.89130665249286,289.2237320822255,0.0,0.2253190843986742,0.15628121936894476,-5695585.747070706,-2641362.3151515145,15954540.528484846,27924335.67717171,-0.0007299245675705897,101145.49363156297,0.0015154878175034617,284.9323235899028,290.9029343298709,2.8620313807529225,-1.5422564448732317,,0.05194204507231751,,0.2422561722166161
2003-08-31,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,283.40326326569317,286.8664745325672,288.5278251568315,0.0,0.20850972326516298,0.15598507389576743,-4827862.869494948,-3073895.5943434336,14793095.232323231,27860493.34262625,-0.0006843004497991064,101746.25983158404,0.0015797927884321351,284.30980349145744,289.40003789420075,2.7587828554609404,-1.2304023229393488,,0.051918961474036816,,0.24213466042154555
2003-09-01,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,282.89133769744967,286.9868384888516,288.40345542573755,0.0,0.19883382546781284,0.15569068433039562,-4819957.234747472,-3272754.2480808073,15343463.488888884,28052755.57898989,-0.0005280833000862838,101887.80827118842,0.0011856933091680636,284.24229237566084,290.2119209798176,2.2108910179780383,-1.6811179290154963,,0.05176921273031824,,0.2417153897624622
2003-09-02,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,282.5492850936222,287.01521741154204,288.38307655334467,0.0,0.18737027550385849,0.15539621395475983,-3851860.973737372,-1963462.129292929,13047675.754343431,27686261.606060598,-0.00011803990004189084,102451.98126762411,0.0003787923312382653,283.46178479435457,290.72329838916505,0.5010477961273706,-1.6379736886682728,,0.05032088587132232,,0.2407096346589071
2003-09-03,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,282.1152774656661,287.7120200044779,288.76476241217705,0.0,0.17515098918568,0.1551008791605054,-4733526.11070707,-2398655.3260606057,15811673.187070701,27368169.88686868,-5.644269795580342e-05,102862.28732349534,1.7730575164574523e-06,282.19261626272487,292.76650927611064,-0.9457852976892128,-1.0850773245076135,,0.04974206738632645,,0.23941530912659456
2003-09-04,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,283.03092863269114,288.99133846193047,289.770556381688,0.0,0.16150015924113365,0.15480525770077247,-5223331.083232321,-2104217.6832323223,17653580.163636357,26890501.79151515,-1.0346310834089911e-06,102729.61272372154,8.518466022612088e-07,282.2918625340317,294.51285314078274,-2.232196747750946,-0.12442716688419429,,0.04823754826254824,,0.2387358108108108
2003-09-05,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,284.0034824730971,291.64060386195325,291.6087574375036,0.0,0.14736210062046243,0.15451177866050742,-6036318.88242424,-1300839.6129292925,18506958.290505044,27983050.15959595,-2.2481129777551897e-07,101837.16296309445,1.1593417572169186e-06,284.80994882294624,298.2746374696673,-1.7643787885916344,1.6702804877220172,,0.04806285347043699,,0.23799701156812333
2003-09-06,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,285.69833023867614,291.190170772822,291.80224825053097,0.0,0.14195323725742115,0.15421638139231936,-4620157.251717171,-1603854.5696969696,12121757.905050503,31129146.819797967,-0.000475898128040511,101396.4164708938,0.0010986433563780931,288.4625767255069,295.06944717561345,1.456896625062833,2.305244788079952,,0.04800559748427671,,0.2377132075471697
2003-09-07,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,285.1952581912981,288.9498985724657,290.48845833055896,0.0,0.13884438472966149,0.15391963948636792,-3205005.3995959586,-1929315.571717171,11976399.67151515,28898357.741414137,-0.0001568356995480229,101349.39838173399,0.0005880042278869554,285.1954747240471,292.38312361283727,1.001717214102697,0.5819077076253665,,0.04800081658291455,,0.23679164572864314
2003-09-08,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,283.2880139147311,288.2151274964303,289.8342932100648,0.0,0.13559684702041572,0.15362452738438584,-4130772.090505049,-2492176.9527272717,14697024.068282824,27690160.161616154,-0.00017052213031083644,100734.70725378784,0.00016838895250555165,283.65297542687614,292.7463338154493,0.9285747522938529,-0.9174669952103582,,0.0487986809045226,,0.23764572864321604
2003-09-09,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,283.2444673637106,287.8842907750807,288.95375885497833,0.0,0.13155715454307063,0.15333095944859718,-3476949.789090908,-1945730.513131312,12299455.563232318,28211682.74747474,-0.00025318777019327335,101033.18090830174,0.000659378288546508,283.3508295263424,291.9912722377584,1.5439180005519877,-1.165717250923516,,0.04861337939698491,,0.23735276381909542
2003-09-10,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,284.9441084651754,286.7386459977377,287.27318191451246,0.0,0.19959081630514125,0.15303404304383925,-2384340.474343434,1618788.4185858578,2233655.9482828276,30470715.348282818,-0.0009022143517028197,101088.52030204386,0.01174143906795617,285.1393146060211,289.31695101034745,1.88310484966445,1.0027574327738595,,0.04897302135678391,,0.23688548994974862
2003-09-11,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,283.18136138504997,287.90562664558576,288.1644130275224,0.0,0.221945694688996,0.1527386411651341,-4871465.266262624,-870911.5361616159,12929555.088484846,28128169.480808076,-0.0004145621724727779,101745.72376808446,0.0002664827798286631,284.6898282630996,291.6422106008818,2.9600063524342537,-1.6911302505358299,,0.04859917197452227,,0.23124217557251894
2003-09-12,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,285.24845234777786,287.93971856447973,288.1095304385098,0.0,0.206178672225387,0.1524448313580995,-2750622.1333333324,-52721.303434343405,6878912.477171714,30198562.671919186,-0.000513280282606079,102511.41786484636,0.0013154757623446854,284.6450071330985,292.2136269093522,0.8511841051506271,-0.9856219767560859,,0.049790652446675014,,0.234477791718946
2003-09-13,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,282.311471936518,287.08932239648055,288.28013970525967,0.0,0.19440731549503826,0.1521494215433344,-4620042.615757573,-2153165.2492929287,16448084.975353532,25795859.661010098,-1.851654564491425e-05,103043.59899647514,1.8778619000795052e-06,281.79331895924565,291.8222695460463,-1.8720205041133993,-0.8956653094050857,,0.04974563989962358,,0.23478616687578416
2003-09-14,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,281.8849413672038,287.5060088194259,288.23782971006443,0.0,0.17794572078820423,0.15185395352297806,-4929622.947878786,-2016086.4125252517,17470799.543838378,25351086.67919191,-7.702628470430469e-07,102968.07526949176,8.642672923997452e-07,280.97302045109285,293.5192812956222,-2.3190257589423697,0.041177874221544855,,0.04977738393977414,,0.23455878293600996
2003-09-15,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,284.34260324163455,289.34295661078545,289.7172856117017,0.0,0.16452879690562028,0.15155878023109598,-4531147.954747473,-1933609.6294949488,16127387.576161616,27540067.729292918,2.8328804506195907e-06,102495.8414234138,4.410743663640915e-07,282.12858951453006,295.70265100960773,-0.9333072890978469,0.07554042443683251,,0.05014388331242157,,0.23408579046424083
2003-09-16,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,285.9049968637279,290.61467387292515,290.03373235554795,0.0,0.15377217983155936,0.15110008726705498,-4131920.578585858,-1694997.3567676765,14902922.470707068,27610643.09454545,8.178660175716032e-06,102271.68617739897,9.125230288264724e-08,284.8399119490806,296.1242861845999,0.9298195324522074,-0.30231492712040137,,0.049625188205771636,,0.23128152446675027
2003-09-17,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,285.4754751407096,290.6987060513479,290.6610716532697,0.0,0.1437377591887708,0.15063599877605077,-4744004.067070706,-1724067.079595959,16302521.456161613,27871387.418989897,-1.1710919853713773e-05,102054.99291633783,1.9758036187616224e-06,283.3800633625068,297.4787237918737,-0.15596976000853255,1.762553577776308,,0.04969469887076536,,0.23183387703889574
2003-09-18,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,285.1486779882771,292.5295779444633,291.91502581843616,0.0,0.1329982291327582,0.15016591156428358,-5230011.516363634,-468911.86747474736,16287675.019393938,28009811.43636363,-7.36468443364808e-07,101613.19276732161,1.724973287764442e-06,286.24003572406184,299.41942496868086,1.2731435065478183,2.7745675143810224,,0.04965677540777916,,0.23107158092848176
2003-09-19,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,287.4920943268541,292.2231858931005,292.4356023913039,0.0,0.12368811366533988,0.14970328640926514,-4085851.452929292,-1938722.8242424235,15410651.111515146,28985998.227878775,-2.9864937368065407e-07,101627.23128866791,5.95408256607826e-07,286.31448207662555,298.4449607802881,0.8114094764375525,1.7399351412358905,,0.04947819949811793,,0.22983252823086572
2003-09-20,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,286.5297655672014,293.12227211178345,293.0457356352115,0.0,0.11599417407103253,0.14923566456928045,-4428693.599999999,-1082138.921212121,15289812.65454545,29126831.15595959,-9.595119215623295e-07,101772.39515289612,1.6308938058105606e-06,285.49987921204223,300.7832993940873,0.6575293007282292,1.7492023796826497,,0.04981985570890839,,0.2308595357590965
2003-09-21,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,285.93649822119505,293.9641358855276,293.95740760726153,0.0,0.1081101702038286,0.14877207416294744,-4397501.387474747,-743948.6828282827,14996756.381818179,29609451.147878785,-2.1281567486849692e-07,101663.30572699649,4.3209153631814045e-07,288.12266650267316,299.8360327333392,0.8335210485490483,2.0483786403771598,,0.049730175658720205,,0.23060028230865737
2003-09-22,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,285.23311276162906,293.5040644122293,293.83542430813463,0.0,0.1087156121096627,0.1483060004979196,-5202469.281616159,-1118153.9369696965,14312460.364848478,30186420.724848468,-0.0003993473866145417,100551.96667140152,0.005670921645880981,285.37515423399026,298.2528136590514,2.3915940137664067,3.265717879610029,,0.04964338143036385,,0.22922772898368882
2003-09-23,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,280.36035396717205,285.14295854587743,287.9377832416572,0.0,0.1883311887542005,0.14784007934853427,-5461348.829898988,-1463736.0387878781,11116511.66759665,26951971.294545446,-0.0012930489058672176,101493.72709411822,0.0034425351896621584,282.443055832988,286.8567889989987,2.6682310853181055,-2.1347557029338797,,0.049199358151476226,,0.22297095025510197
2003-09-24,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,278.5110364396323,284.6241971631804,286.5878747656207,0.0,0.1823489114009972,0.14737600667671819,-3178736.8428282817,-1665901.3179797975,11252687.327806938,26228177.21696969,-0.00010355815122073343,102948.0700307765,0.00011906644303117632,280.48545672175857,288.3139656082306,-0.027678933191781083,-0.4769809732533464,,0.049017016539440184,,0.2238393129770992
2003-09-25,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,278.4073278687858,285.6789475771713,286.56157591334886,0.0,0.16910519994870582,0.14690955488958238,-3946521.9212121204,-1399574.191515151,14630340.316082012,24446106.019797973,-8.000397697241618e-07,102561.725655908,8.499697995637578e-07,280.0682361209753,291.7783626425387,-2.60959231135821,0.7109556169863099,,0.04911577791718944,,0.22627409033877038
2003-09-26,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,280.7434869181828,286.2923502221412,286.8734765344998,0.0,0.1576028659448077,0.14644239851678106,-2853511.3163636355,-1013077.1919191916,10859860.219589919,26743034.53858585,-1.9056703707184448e-07,101745.82207031244,1.882534334187096e-06,281.23507662686427,291.02665387702706,2.110234708175916,1.1854940296102447,,0.04893726474278544,,0.22461210790464234
2003-09-27,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,282.5634178220703,286.9914231006865,287.5092994489572,0.0,0.15198690767641418,0.14597613831129086,-1706761.5923232317,-538235.9919191919,5513155.551185769,30443370.896565653,-8.627869659150486e-05,101707.11363925712,0.00021906806358452328,285.2168915164831,289.2804507692895,-0.6803113848753646,-0.3644431490368311,,0.048233249686323705,,0.22308008155583428
2003-09-28,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,283.81301967839187,286.4152304316048,287.0520947494249,0.0,0.18228583364775683,0.14551236744687862,-3561790.022222221,420242.43393939384,6874992.982089919,29432420.666262623,-0.001197064017895797,100901.40653152615,0.005441893089294274,284.17123496932203,289.5544132117068,0.8005704531685669,1.0679837223656647,,0.047797082810539515,,0.2227289523212044
2003-09-29,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,282.71261500169123,285.90737136147237,286.9654077703301,0.0,0.21515883179224696,0.14504389449119912,-4238808.027474746,-956049.3034343432,10679751.296442686,27951374.27151515,-0.000877237316747807,101184.26550794397,0.0034195733781089213,283.1656245067865,289.05733139500467,2.047379025802868,-0.5813016116017041,,0.04756696988707652,,0.22102757214554572
2003-09-30,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,279.9136442491421,286.1412551533091,286.6077152193114,0.0,0.19724050862219195,0.14457888136990996,-3611936.869494949,-189521.58868686864,11757392.186882406,25854074.593535345,-5.87798671966249e-05,101250.6015934738,8.633875928434475e-07,281.2315733321989,291.3876843385022,-2.1775109015570737,1.5407814637257993,,0.04638867628607275,,0.21958422208281053
2003-10-01,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,282.63794094406785,286.14712818466853,286.68940129983304,0.0,0.21851193527581309,0.14411327406111787,-2508930.538181817,-185806.19717171707,6986617.923443674,29023106.479999986,-0.0003340461323357591,100738.34122435286,0.012033133338093789,282.7588359855882,290.2505705430772,-2.652298319909709,-0.12352735859777791,,0.04276964285714284,,0.21168093112244887
2003-10-02,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,285.6719390581432,287.6735545089669,287.72871479869286,0.0,0.24931438381824425,0.14364865119521963,-2085949.137777777,-262046.56808080807,5353030.725543477,31324924.294141404,-0.0004259349733139529,100960.19394616738,0.0006655319772585473,284.0558570538144,291.4163287723425,-1.0896894338074754,0.04845398951058435,,0.04359468629961587,,0.21420877080665804
2003-10-03,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,286.3184853720102,288.22190126155755,288.4476205603601,0.0,0.2263203038430775,0.14318258543853152,-2085959.1745454539,-292951.254141414,5581136.814995059,31403752.13575757,-0.00039414014253351414,100534.56653836538,0.0017452556450651695,285.73211374610355,291.8071778761738,0.5595474040227304,-0.7641246615836913,,0.04362083866837387,,0.21450877080665806
2003-10-04,1.96219,,-13.4621,,,,1.52878,0.11923,1.95637,0.0,281.03794761298076,284.65052054279977,286.32005911907356,0.0,0.22874090201124192,0.14271627818550967,-4040930.2460606047,-985568.2828282824,9313908.67771739,27392039.137777768,-0.0007664762241671782,100568.87358612161,0.0017495250582022091,281.46694750236725,286.6761246652313,3.2076054934620446,-1.5853356201640678,,0.042111762114537446,,0.21326503923278115
2003-10-05,1.5362,,-11.1258,,,,1.52878,0.11923,1.95637,0.0,278.15598184707585,282.2711080894084,283.9807785080417,0.0,0.2167880495630128,0.14224960956898094,-3435297.1725252517,-937324.5769696967,9737184.593083002,25198069.541010097,-0.0003686373012911791,100979.6119052504,0.001311061884917427,279.99712732796706,285.6632329921528,2.0241919626049714,-2.1804687963511395,,0.048286001275510186,,0.2267792410714285
2003-10-06,0.149001,,-8.69331,,,,1.52878,0.11923,1.95637,0.0,278.9775840826066,282.6224953196105,283.0806523489388,0.0,0.2381495702467381,0.14178266848948615,-4915998.798383838,2800188.5163636357,5219761.983720355,27474092.69858585,-0.0016261570426550772,100569.310428438,0.006754244680355075,279.335913844253,286.9614036852903,4.211079423772766,3.4629300391714164,,0.04820825892857142,,0.22665832270408154
