time,LE_F_MDS,LE_F_MDS_QC,H_F_MDS,H_F_MDS_QC,NEE_VUT_REF,NEE_VUT_REF_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,RECO_NT_VUT_REF,RECO_DT_VUT_REF,NDVI_Landsat5,NDVI_Landsat7,NDVI_Landsat8,NDVI_MODIS,NDVI_Sentinel2,EVI_Landsat5,EVI_Landsat7,EVI_Landsat8,EVI_MODIS,EVI_Sentinel2,NIRv_Landsat5,NIRv_Landsat7,NIRv_Landsat8,NIRv_MODIS,NIRv_Sentinel2,kNDVI_Landsat5,kNDVI_Landsat7,kNDVI_Landsat8,kNDVI_MODIS,kNDVI_Sentinel2,temperature_2m,soil_temperature_level_1,volumetric_soil_water_layer_1,surface_solar_radiation_downwards_sum,surface_thermal_radiation_downwards_sum,surface_net_radiation_sum,surface_pressure,total_precipitation_sum,VPD,co2,FAPAR_MODIS_PROD,C3_LUE,IWUE,C4_LUE,C4_RATIO,KOPPEN,DEM,YEAR,MONTH,LAT,LON,FAPAR_Landsat5,FAPAR_Landsat7,FAPAR_Landsat8,FAPAR_MODIS,FAPAR_Sentinel2,IGBP,El-Nino-La-Nina,GPPm,RECOm,NEEm,LEm
2000-11-01,6.994355,1.0,-26.21422876666667,1.0,2.0624499666666667,0.9993055666666667,1.0713884666666667,1.4739136666666666,3.1324240000000003,4.003884,,,,0.6231163819725553,,,,,0.24533979597991115,,,,,0.10012496643402224,,,,,0.3699916596471973,,7.802657729580142,7.690170096683122,0.29589020631235713,37.894898310574874,304.12253099326597,-10.879536999258391,1001.0440269297137,0.0032361738248585454,1.698619950625333,,,,,0.13931963192170588,13.165573536134064,15.0,13.48312370239969,2000,11,51.30761,4.51984,,,,0.18167474497488895,,5,-1,,1.0132583701205582,,-1.2759441823175859
2000-12-01,3.3818757419354837,0.9993279677419354,-26.906609516129038,0.9993279677419354,1.9291946451612907,0.9966398064516129,0.8454303935483872,0.6334378935483871,2.8019245161290316,2.7470780000000006,,,,0.4996479649760515,,,,,0.16838107341866412,,,,,0.06259441920369026,,,,,0.25025996787014804,,5.383450926756488,5.401002974557268,0.28602258640196904,26.558454964218043,293.7767119296307,-20.065419625874092,1007.0306184772792,0.0022902015181296147,1.594387536161305,,,,,0.08256788670660602,13.165573536134064,15.0,13.48312370239969,2000,12,51.30761,4.51984,,,,0.08547634177333015,,5,-1,,0.08150092473192133,,-1.2759441823175859
2001-01-01,,,,,,,,,,,0.26173869189937476,0.517784610873104,,0.5809214142892862,,0.14746187710272243,0.24228611084039536,,0.20314584718159487,,0.0565370755777489,0.10122561572906066,,0.07845596103686638,,0.06840017042330034,0.2773522166120077,,0.3252615206629836,,2.9298091556220736,2.634575868815551,0.2928163283534426,34.868580059857834,281.26273677349957,-13.235578591258731,1009.9310297776783,0.003197586846659657,1.0449348631085007,,,,,0.019558870610059315,13.165573536134064,15.0,13.48312370239969,2001,1,51.30761,4.51984,0.059327346378403034,0.1778576385504942,,0.1289323089769936,,5,0,,0.24569239474574414,,-1.2759441823175859
2001-02-01,9.175723392857142,0.0,-20.421248571428574,0.8668154392857143,1.2549198785714288,0.0,0.3316247071428572,1.3512522142857144,1.6034903214285716,1.851100714285714,,,,0.4173539019466623,,,,,0.16659663113066556,,,,,0.06539420971326651,,,,,0.21052707017974,,4.68654580402047,4.427724250868623,0.2857183240548299,60.85755514937737,295.4165373019212,12.903751470441767,1015.9998429502423,0.002711623516372614,1.4191763018145633,,,,,0.0652295142803899,13.165573536134064,15.0,13.48312370239969,2001,2,51.30761,4.51984,,,,0.08324578891333194,,5,0,,0.1005413252656485,,1.414291360776177
2001-03-01,11.786972806451612,0.4630376451612903,-5.1926810967741925,0.9993279677419354,0.727793106451613,0.11155916129032258,0.9354188032258064,1.6406973870967736,1.7031194193548391,1.9761429032258062,,,,0.5224266654975146,,,,,0.2194941131025082,,,,,0.08852957069933175,,,,,0.28715849454520814,,5.8148431248238,5.665018658704744,0.2941725655758019,81.69853293372549,305.826978705363,33.72969907320232,1003.273498143078,0.0032932768800637362,1.626451267321042,,,,,0.09307868831259182,13.165573536134064,15.0,13.48312370239969,2001,3,51.30761,4.51984,,,,0.14936764137813524,,5,0,,0.6169444519000068,,9.53561355072149
2001-04-01,21.123297333333333,0.9944444666666666,10.367761833333333,0.9944444666666666,-0.32348600000000005,0.9909722333333334,2.5549430000000006,3.0361339999999997,2.2162193333333335,3.1167876666666663,,,,0.5883096317645297,,,,,0.22180186753364398,,,,,0.08801091749414906,,,,,0.3329202441260667,,8.20787780157186,8.596678736231745,0.28903863323310136,159.4846240659683,302.84161114228704,83.10910315188154,1010.8489083172652,0.003394716056309872,2.520929735903503,,,,,0.1483039655993199,13.165573536134064,15.0,13.48312370239969,2001,4,51.30761,4.51984,,,,0.15225233441705496,,5,0,,0.784371581726024,,33.162356740853966
2001-05-01,32.56752129032259,0.9952957096774193,49.77890322580645,0.9946236774193549,-1.4923548967741938,0.9905914193548387,5.401878709677421,5.475633870967742,3.8638245161290325,4.035369999999999,0.4538584886255247,0.6331809925588742,,0.7113444862149079,,0.23188460354205415,0.28134716756720773,,0.4030982721377428,,0.10058709312510064,0.1185955569385148,,0.189967093646871,,0.20329621145492585,0.38116508650863,,0.4668595779009188,,14.170549188835293,14.639316715941877,0.20707683424433287,232.43812381038575,320.3659692406441,128.49302864933378,1016.2380219013049,0.0009495427027539324,5.134432270222948,,,,,0.2631992964533013,13.165573536134064,15.0,13.48312370239969,2001,5,51.30761,4.51984,0.16485575442756767,0.22668395945900965,,0.3788728401721785,,5,0,,4.145074737698932,,80.11191009487409
2001-06-01,41.41281,1.0,35.19434213333333,0.9979167,-2.7532317333333336,0.9819444666666667,6.9780506666666655,7.164598999999998,4.118717333333334,4.740726666666666,0.6805463662141796,,,0.7912715579793249,,0.34285158962243967,,,0.46297713040447525,,0.15294958470263148,,,0.22699616344435916,,0.43264266644780514,,,0.5552741833846699,,15.314177528698098,16.060666903794367,0.179303572692186,217.2377734991894,333.973631175957,121.67065753471186,1015.4202052543006,0.00208081433506133,5.8130657132863535,,,,,0.2815318405724504,13.165573536134064,15.0,13.48312370239969,2001,6,51.30761,4.51984,0.30356448702804956,,,0.453721413005594,,5,0,,5.474335159763181,,90.0484203094819
2001-07-01,41.87004612903226,0.9993279677419354,35.44687032258066,0.9993279677419354,-2.052939903225806,0.9939516129032258,6.886502258064515,6.671508064516128,4.8124638709677425,4.485407419354838,0.6568558221273225,0.7389529810932661,,0.7514597361284746,,0.3979732767264034,0.3761176023801291,,0.440696021931401,,0.18854724301767462,0.1723412828809031,,0.21358676504353102,,0.4065403715323143,0.49754345599937433,,0.5117351110840446,,18.699722127084677,19.334980590304827,0.2100221242621885,213.12024754263064,357.6138034198013,123.47210364001867,1012.6060217064161,0.00295478896926839,5.957381880469315,,,,,0.32881378170923287,13.165573536134064,15.0,13.48312370239969,2001,7,51.30761,4.51984,0.37246659590800424,0.3451470029751613,,0.4258700274142513,,5,0,,5.9991387823575435,,91.03239960095664
2001-08-01,39.28174741935485,0.9993279677419354,21.35396341935484,0.9993279677419354,-1.795893580645162,0.9885752580645161,6.638316129032258,6.428187419354839,4.8251303225806454,4.54041322580645,,0.7716143085754723,,0.7951338457003756,,,0.3888791778208408,,0.45364999268172246,,,0.18007845235304212,,0.22039799881531658,,,0.5337496456435451,,0.5595687008283434,,18.89670756650246,19.369100954758625,0.21869475842299071,183.34846868098543,358.1530636446603,100.53970411581756,1013.7364015505356,0.0027509206148088367,5.756564190563718,,,,,0.33124319664347907,13.165573536134064,15.0,13.48312370239969,2001,8,51.30761,4.51984,,0.36109897227605103,,0.4420624908521531,,5,0,,6.285773676417727,,80.12735982703795
2001-09-01,19.235588166666666,0.9854166666666667,-21.76410566666667,1.0,-0.9639466666666665,0.9715278,4.065841033333332,4.645472,3.1440686666666666,3.6787396666666674,0.28389017649996034,0.6640391490151782,,0.7763721324665996,,0.15552170799241552,0.29035023825258266,,0.3978438059895746,,0.05951267533169427,0.12376104749970229,,0.18573520148507996,,0.08041959030839825,0.41601247461415114,,0.5389270090601835,,13.380309193826225,13.887022704110471,0.277068108452691,111.39991230603553,336.9995849123954,51.4467590447065,1010.8403894607751,0.004777270937101575,2.701473489105594,,,,,0.24983508400217547,13.165573536134064,15.0,13.48312370239969,2001,9,51.30761,4.51984,0.06940213499051939,0.23793779781572832,,0.37230475748696823,,5,0,,3.864533937454533,,34.81140911078989
2001-10-01,14.023768709677423,0.9966397741935483,-15.54645487096774,0.9966397741935483,0.473495408064516,0.9946236451612903,2.653913903225807,2.852913129032259,3.1586032258064507,3.667134193548387,0.5465480668759253,0.5664930137960009,,0.7273717575351232,,0.23505953806646154,0.27584980362216005,,0.3584061926914399,,0.09690497910386674,0.11583088397565705,,0.16207223375122226,,0.3041428316377057,0.310333433500058,,0.48469588641395167,,14.497198180779382,14.25370089676264,0.2659969974856326,78.28599429582029,335.00267071295383,19.00968824457177,1013.1739491313077,0.002014898210623784,3.119603906932594,,,,,0.26855716499300786,13.165573536134064,15.0,13.48312370239969,2001,10,51.30761,4.51984,0.16882442258307692,0.21981225452770006,,0.32300774086429995,,5,0,,3.429484140698224,,11.231075185492898
2001-11-01,3.9113911033333344,1.0,-16.386096499999997,1.0,1.1073968233333333,0.9965277666666666,0.9593971733333333,1.2474406333333337,2.0395073333333333,2.6431213333333328,,0.5590549442768944,,0.718538763539818,,,0.20899210449930067,,0.29634615064007275,,,0.08410299375803934,,0.1271576993113544,,,0.3166954409046931,,0.4748662011084948,,6.928781384614653,7.178035514959919,0.2794202158892595,38.243408130689616,310.12233053934403,-1.7673494033831871,1020.653385317388,0.0027223293960708357,1.3892105003799187,,,,,0.11943502565445188,13.165573536134064,15.0,13.48312370239969,2001,11,51.30761,4.51984,,0.13624013062412582,,0.24543268830009093,,5,0,,1.4988256233630397,,-1.2759441823175859
2001-12-01,1.6413671096774194,0.967741935483871,-30.80766887096774,0.9979838709677419,1.3876843225806452,0.9469085483870967,0.25449691774193556,0.593846129032258,1.618636,2.025349806451613,,,,0.6046596737728333,,,,,0.23909159153786783,,,,,0.09895291288737094,,,,,0.37466491829087983,,2.7166388027372492,2.932746732738055,0.2853473566336417,25.7163738840013,282.61588948460104,-19.17251841424578,1021.5792258429385,0.0020645713073692887,0.951563107322375,,,,,0.013825592763923398,13.165573536134064,15.0,13.48312370239969,2001,12,51.30761,4.51984,,,,0.1738644894223348,,5,0,,0.5920121746524586,,-1.2759441823175859
2002-01-01,2.4776335806451617,0.8501344419354839,-26.229811419354846,0.9737903225806451,1.179279129032258,0.8481183,0.4223948161290323,0.5309258387096774,1.6635687096774194,1.8026355483870964,,,,0.5212995041144395,,,,,0.19702745053875448,,,,,0.07830111242463422,,,,,0.2970241816919835,,4.4814985294202625,3.851006552011588,0.28219512390471496,32.214926058675154,296.4046593815997,-8.471349769407938,1020.2629109749416,0.0023387409222911473,1.2683671750516547,,,,,0.060043828398505195,13.165573536134064,15.0,13.48312370239969,2002,1,51.30761,4.51984,,,,0.1212843131734431,,5,2,,0.3325975387149282,,-1.2759441823175859
